日付,コ_ド,_柄名,市_·商品区分,33__コ_ド,33__区分,17__コ_ド,17__区分,_模コ_ド,_模区分
20220729,1301,_洋,プライム（内国株式）,50,水_·_林_,1,食品 ,7,TOPIX Small 2
20220729,1305,ダイワ上_投信－トピックス,ETF·ETN,-,-,-,-,-,-
20220729,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1308,上_インデックスファンドＴＯＰＩＸ,ETF·ETN,-,-,-,-,-,-
20220729,1309,ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ·中国株式·上_５０__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1311,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1312,ＮＥＸＴ　ＦＵＮＤＳ　ラッセル野村小型コア·インデックス__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1313,サムスンＫＯＤＥＸ２００_券上_指数投_信_［株式］,ETF·ETN,-,-,-,-,-,-
20220729,1319,ＮＥＸＴ　ＦＵＮＤＳ　日_３００株_指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1320,ダイワ上_投信－日_２２５,ETF·ETN,-,-,-,-,-,-
20220729,1321,ＮＥＸＴ　ＦＵＮＤＳ　日_２２５__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1322,上_インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,ETF·ETN,-,-,-,-,-,-
20220729,1324,ＮＥＸＴ　ＦＵＮＤＳ　ロシア株式指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1325,ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数·ボベスパ__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1326,ＳＰＤＲゴ_ルド·シェア,ETF·ETN,-,-,-,-,-,-
20220729,1328,ＮＥＸＴ　ＦＵＮＤＳ　金_格__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1329,ｉシェア_ズ·コア　日_２２５　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1330,上_インデックスファンド２２５,ETF·ETN,-,-,-,-,-,-
20220729,1332,日本水_,プライム（内国株式）,50,水_·_林_,1,食品 ,4,TOPIX Mid400
20220729,1333,マルハニチロ,プライム（内国株式）,50,水_·_林_,1,食品 ,4,TOPIX Mid400
20220729,1343,ＮＥＸＴ　ＦＵＮＤＳ　__ＲＥＩＴ指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1345,上_インデックスファンドＪリ_ト（__ＲＥＩＴ指数）隔月分配型,ETF·ETN,-,-,-,-,-,-
20220729,1346,ＭＡＸＩＳ　日_２２５上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1348,ＭＡＸＩＳ　トピックス上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1349,ＡＢＦ_アジア_券インデックス·ファンド,ETF·ETN,-,-,-,-,-,-
20220729,1356,ＴＯＰＩＸベア２倍上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1357,ＮＥＸＴ　ＦＵＮＤＳ　日_平均ダブルインバ_ス·インデックス__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1358,上_インデックスファンド日_レバレッジ指数,ETF·ETN,-,-,-,-,-,-
20220729,1360,日_平均ベア２倍上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1364,ｉシェア_ズ　ＪＰＸ日_４００　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1365,ダイワ上_投信－日_平均レバレッジ·インデックス,ETF·ETN,-,-,-,-,-,-
20220729,1366,ダイワ上_投信－日_平均ダブルインバ_ス·インデックス,ETF·ETN,-,-,-,-,-,-
20220729,1367,ダイワ上_投信－ＴＯＰＩＸレバレッジ（２倍）指数,ETF·ETN,-,-,-,-,-,-
20220729,1368,ダイワ上_投信－ＴＯＰＩＸダブルインバ_ス（－２倍）指数,ETF·ETN,-,-,-,-,-,-
20220729,1369,Ｏｎｅ　ＥＴＦ　日_２２５,ETF·ETN,-,-,-,-,-,-
20220729,1375,雪国まいたけ,プライム（内国株式）,50,水_·_林_,1,食品 ,6,TOPIX Small 1
20220729,1376,カネコ_苗,スタンダ_ド（内国株式）,50,水_·_林_,1,食品 ,7,TOPIX Small 2
20220729,1377,サカタのタネ,プライム（内国株式）,50,水_·_林_,1,食品 ,6,TOPIX Small 1
20220729,1379,ホクト,プライム（内国株式）,50,水_·_林_,1,食品 ,6,TOPIX Small 1
20220729,1380,秋川牧_,スタンダ_ド（内国株式）,50,水_·_林_,1,食品 ,-,-
20220729,1381,アクシ_ズ,スタンダ_ド（内国株式）,50,水_·_林_,1,食品 ,-,-
20220729,1382,ホ_ブ,スタンダ_ド（内国株式）,50,水_·_林_,1,食品 ,-,-
20220729,1383,ベルグア_ス,スタンダ_ド（内国株式）,50,水_·_林_,1,食品 ,-,-
20220729,1384,ホクリヨウ,スタンダ_ド（内国株式）,50,水_·_林_,1,食品 ,7,TOPIX Small 2
20220729,1385,ＵＢＳ　ＥＴＦ　ユ_ロ_大型株５０（ユ_ロ·ストックス５０）,ETF·ETN,-,-,-,-,-,-
20220729,1386,ＵＢＳ　ＥＴＦ　欧州株（ＭＳＣＩヨ_ロッパ）,ETF·ETN,-,-,-,-,-,-
20220729,1387,ＵＢＳ　ＥＴＦ　ユ_ロ_株（ＭＳＣＩ　ＥＭＵ）,ETF·ETN,-,-,-,-,-,-
20220729,1388,ＵＢＳ　ＥＴＦ　ユ_ロ_小型株（ＭＳＣＩ　ＥＭＵ小型株）,ETF·ETN,-,-,-,-,-,-
20220729,1389,ＵＢＳ　ＥＴＦ　英国大型株１００（ＦＴＳＥ　１００）,ETF·ETN,-,-,-,-,-,-
20220729,1390,ＵＢＳ　ＥＴＦ　ＭＳＣＩアジア太平洋株（除く日本）,ETF·ETN,-,-,-,-,-,-
20220729,1391,ＵＢＳ　ＥＴＦ　スイス株（ＭＳＣＩスイス２０／３５）,ETF·ETN,-,-,-,-,-,-
20220729,1392,ＵＢＳ　ＥＴＦ　英国株（ＭＳＣＩ英国）,ETF·ETN,-,-,-,-,-,-
20220729,1393,ＵＢＳ　ＥＴＦ　米国株（ＭＳＣＩ米国）,ETF·ETN,-,-,-,-,-,-
20220729,1394,ＵＢＳ　ＥＴＦ　先_国株（ＭＳＣＩワ_ルド）,ETF·ETN,-,-,-,-,-,-
20220729,1397,ＳＭＤＡＭ　日_２２５上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1398,ＳＭＤＡＭ　__ＲＥＩＴ指数上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1399,上_インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,ETF·ETN,-,-,-,-,-,-
20220729,1400,ル_デン·ホ_ルディングス,グロ_ス（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1401,エムビ_エス,グロ_ス（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1407,ウエストホ_ルディングス,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1414,ショ_ボンドホ_ルディングス,プライム（内国株式）,2050,建__,3,建_·_材 ,4,TOPIX Mid400
20220729,1417,ミライト·ワン,プライム（内国株式）,2050,建__,3,建_·_材 ,4,TOPIX Mid400
20220729,1418,インタ_ライフホ_ルディングス,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1419,タマホ_ム,プライム（内国株式）,2050,建__,3,建_·_材 ,6,TOPIX Small 1
20220729,1420,サンヨ_ホ_ムズ,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1429,日本アクア,プライム（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1430,ファ_ストコ_ポレ_ション,プライム（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1431,Ｌｉｂ　Ｗｏｒｋ,グロ_ス（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1432,_力,PRO Market,2050,建__,3,建_·_材 ,-,-
20220729,1433,ベステラ,プライム（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1434,ＪＥＳＣＯホ_ルディングス,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1435,Ｒｏｂｏｔ　Ｈｏｍｅ,プライム（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1436,フィット,グロ_ス（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1439,安江工_店,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1440,やまぜんホ_ムズ,PRO Market,2050,建__,3,建_·_材 ,-,-
20220729,1443,技研ホ_ルディングス,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1444,ニッソウ,グロ_ス（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1445,ひかりホ_ルディングス,PRO Market,2050,建__,3,建_·_材 ,-,-
20220729,1446,キャンディル,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1447,ＩＴｂｏｏｋホ_ルディングス,グロ_ス（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1450,田中建_工_,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1451,ＫＨＣ,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1452,横浜ライト工_,PRO Market,2050,建__,3,建_·_材 ,-,-
20220729,1456,ダイワ上_投信－日_平均インバ_ス·インデックス,ETF·ETN,-,-,-,-,-,-
20220729,1457,ダイワ上_投信－ＴＯＰＩＸインバ_ス（－１倍）指数,ETF·ETN,-,-,-,-,-,-
20220729,1458,_天ＥＴＦ_日_レバレッジ指数__型,ETF·ETN,-,-,-,-,-,-
20220729,1459,_天ＥＴＦ_日_ダブルインバ_ス指数__型,ETF·ETN,-,-,-,-,-,-
20220729,1464,ダイワ上_投信－ＪＰＸ日_４００レバレッジ·インデックス,ETF·ETN,-,-,-,-,-,-
20220729,1465,ダイワ上_投信－ＪＰＸ日_４００インバ_ス·インデックス,ETF·ETN,-,-,-,-,-,-
20220729,1466,ダイワ上_投信－ＪＰＸ日_４００ダブルインバ_ス·インデックス,ETF·ETN,-,-,-,-,-,-
20220729,1467,ＪＰＸ日_４００ブル２倍上_投信（レバレッジ）,ETF·ETN,-,-,-,-,-,-
20220729,1468,ＪＰＸ日_４００ベア上_投信（インバ_ス）,ETF·ETN,-,-,-,-,-,-
20220729,1469,ＪＰＸ日_４００ベア２倍上_投信（ダブルインバ_ス）,ETF·ETN,-,-,-,-,-,-
20220729,1472,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日_４００ダブルインバ_ス·インデックス__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1473,Ｏｎｅ　ＥＴＦ　トピックス,ETF·ETN,-,-,-,-,-,-
20220729,1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日_４００,ETF·ETN,-,-,-,-,-,-
20220729,1475,ｉシェア_ズ·コア　ＴＯＰＩＸ　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1476,ｉシェア_ズ·コア　Ｊリ_ト　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1477,ｉシェア_ズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1478,ｉシェア_ズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1479,ダイワ上_投信－ＭＳＣＩ日本株人材__投_指数,ETF·ETN,-,-,-,-,-,-
20220729,1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企___分配指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1481,上_インデックスファンド日本___献株,ETF·ETN,-,-,-,-,-,-
20220729,1482,ｉシェア_ズ·コア　米国_７－１０年　ＥＴＦ（_替ヘッジあり）,ETF·ETN,-,-,-,-,-,-
20220729,1483,ｉシェア_ズ　ＪＰＸ／Ｓ＆Ｐ__·人材投_　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　__·人材投_指数,ETF·ETN,-,-,-,-,-,-
20220729,1485,ＭＡＸＩＳ　ＪＡＰＡＮ　__·人材__投_企_２００上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1486,上_インデックスファンド米国_券（_替ヘッジなし）,ETF·ETN,-,-,-,-,-,-
20220729,1487,上_インデックスファンド米国_券（_替ヘッジあり）,ETF·ETN,-,-,-,-,-,-
20220729,1488,ダイワ上_投信－__ＲＥＩＴ指数,ETF·ETN,-,-,-,-,-,-
20220729,1489,ＮＥＸＴ　ＦＵＮＤＳ　日_平均高配当株５０指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1490,上_インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,ETF·ETN,-,-,-,-,-,-
20220729,1491,中外__,スタンダ_ド（内国株式）,3500,非_金属,7,__·非_ ,-,-
20220729,1492,ＭＡＸＩＳ　ＪＰＸ　日_中小型株指数上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日_中小型,ETF·ETN,-,-,-,-,-,-
20220729,1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF·ETN,-,-,-,-,-,-
20220729,1495,上_インデックスファンドアジアリ_ト,ETF·ETN,-,-,-,-,-,-
20220729,1496,ｉシェア_ズ　米ドル建て投__格社_　ＥＴＦ（_替ヘッジあり）,ETF·ETN,-,-,-,-,-,-
20220729,1497,ｉシェア_ズ　米ドル建てハイイ_ルド社_　ＥＴＦ（_替ヘッジあり）,ETF·ETN,-,-,-,-,-,-
20220729,1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF·ETN,-,-,-,-,-,-
20220729,1499,ＭＡＸＩＳ日本株高配当７０マ_ケットニュ_トラル上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1514,住石ホ_ルディングス,スタンダ_ド（内国株式）,1050,__,2,エネルギ__源 ,7,TOPIX Small 2
20220729,1515,日___,プライム（内国株式）,1050,__,2,エネルギ__源 ,7,TOPIX Small 2
20220729,1518,三井松_ホ_ルディングス,プライム（内国株式）,1050,__,2,エネルギ__源 ,7,TOPIX Small 2
20220729,1540,_金上_信_（_物国内保管型）,ETF·ETN,-,-,-,-,-,-
20220729,1541,_プラチナ上_信_（_物国内保管型）,ETF·ETN,-,-,-,-,-,-
20220729,1542,__上_信_（_物国内保管型）,ETF·ETN,-,-,-,-,-,-
20220729,1543,_パラジウム上_信_（_物国内保管型）,ETF·ETN,-,-,-,-,-,-
20220729,1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（_替ヘッジなし）__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ·ジョ_ンズ工_株３０_平均株_（_替ヘッジなし）__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1547,上_インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF·ETN,-,-,-,-,-,-
20220729,1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1551,ＪＡＳＤＡＱ－ＴＯＰ２０上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1552,国_のＥＴＦ　ＶＩＸ短期先物指数,ETF·ETN,-,-,-,-,-,-
20220729,1554,上_インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,ETF·ETN,-,-,-,-,-,-
20220729,1555,上_インデックスファンド豪州リ_ト（Ｓ＆Ｐ／ＡＳＸ２００　Ａ_ＲＥＩＴ）,ETF·ETN,-,-,-,-,-,-
20220729,1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ·マレ_シアＫＬＣＩ__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1563,マザ_ズ·コア上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1566,上_インデックスファンド新_国_券,ETF·ETN,-,-,-,-,-,-
20220729,1568,ＴＯＰＩＸブル２倍上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1569,ＴＯＰＩＸベア上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1570,ＮＥＸＴ　ＦＵＮＤＳ　日_平均レバレッジ·インデックス__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1571,ＮＥＸＴ　ＦＵＮＤＳ　日_平均インバ_ス·インデックス__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1572,中国Ｈ株ブル２倍上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1573,中国Ｈ株ベア上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1575,ＣｈｉｎａＡＭＣ　ＣＳＩ　３００　Ｉｎｄｅｘ　ＥＴＦ－ＪＤＲ,ETF·ETN,-,-,-,-,-,-
20220729,1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1578,上_インデックスファンド日_２２５（ミニ）,ETF·ETN,-,-,-,-,-,-
20220729,1579,日_平均ブル２倍上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1580,日_平均ベア上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1584,サムスンＫＯＤＥＸサムスングル_プ株_券上_指数投_信_［株式］,ETF·ETN,-,-,-,-,-,-
20220729,1585,ダイワ上_投信·ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF·ETN,-,-,-,-,-,-
20220729,1586,上_インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF·ETN,-,-,-,-,-,-
20220729,1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日_インデックス４００__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1592,上_インデックスファンドＪＰＸ日_インデックス４００,ETF·ETN,-,-,-,-,-,-
20220729,1593,ＭＡＸＩＳ　ＪＰＸ日_インデックス４００上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1595,ＮＺＡＭ　上_投信　__ＲＥＩＴ指数,ETF·ETN,-,-,-,-,-,-
20220729,1596,ＮＺＡＭ　上_投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF·ETN,-,-,-,-,-,-
20220729,1597,ＭＡＸＩＳ　Ｊリ_ト上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1599,ダイワ上_投信－ＪＰＸ日_４００,ETF·ETN,-,-,-,-,-,-
20220729,1605,ＩＮＰＥＸ,プライム（内国株式）,1050,__,2,エネルギ__源 ,4,TOPIX Mid400
20220729,1615,ＮＥＸＴ　ＦＵＮＤＳ　___行_株_指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1617,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1618,ＮＥＸＴ　ＦＵＮＤＳ　エネルギ__源（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1619,ＮＥＸＴ　ＦＵＮＤＳ　建_·_材（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1620,ＮＥＸＴ　ＦＵＮＤＳ　素材·化学（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1621,ＮＥＸＴ　ＦＵＮＤＳ　医_品（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1622,ＮＥＸＴ　ＦＵＮＤＳ　自__·_送_（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1623,ＮＥＸＴ　ＦＵＮＤＳ　__·非_（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1624,ＮＥＸＴ　ＦＵＮＤＳ　_械（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1625,ＮＥＸＴ　ＦＵＮＤＳ　__·精密（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1626,ＮＥＸＴ　ＦＵＮＤＳ　情_通信·サ_ビスその他（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1627,ＮＥＸＴ　ＦＵＮＤＳ　_力·ガス（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1628,ＮＥＸＴ　ＦＵＮＤＳ　__·物流（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1629,ＮＥＸＴ　ＦＵＮＤＳ　商社·卸_（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1630,ＮＥＸＴ　ＦＵＮＤＳ　小_（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1631,ＮＥＸＴ　ＦＵＮＤＳ　_行（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1632,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く_行）（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1633,ＮＥＸＴ　ＦＵＮＤＳ　不__（ＴＯＰＩＸ－１７）上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1651,ダイワ上_投信－ＴＯＰＩＸ高配当４０指数,ETF·ETN,-,-,-,-,-,-
20220729,1652,ダイワ上_投信－ＭＳＣＩ日本株女性活_指数（ＷＩＮ）,ETF·ETN,-,-,-,-,-,-
20220729,1653,ダイワ上_投信－ＭＳＣＩジャパンＥＳＧセレクト·リ_ダ_ズ指数,ETF·ETN,-,-,-,-,-,-
20220729,1654,ダイワ上_投信－ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,ETF·ETN,-,-,-,-,-,-
20220729,1655,ｉシェア_ズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1656,ｉシェア_ズ·コア　米国_７－１０年　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1657,ｉシェア_ズ·コア　ＭＳＣＩ　先_国株（除く日本）　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1658,ｉシェア_ズ·コア　ＭＳＣＩ　新_国株　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1659,ｉシェア_ズ　米国リ_ト　ＥＴＦ,ETF·ETN,-,-,-,-,-,-
20220729,1660,ＭＡＸＩＳ高利回りＪリ_ト上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1662,石油_源__,プライム（内国株式）,1050,__,2,エネルギ__源 ,6,TOPIX Small 1
20220729,1663,Ｋ＆Ｏエナジ_グル_プ,プライム（内国株式）,1050,__,2,エネルギ__源 ,7,TOPIX Small 2
20220729,1671,ＷＴＩ原油_格__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1672,ＷｉｓｄｏｍＴｒｅｅ　金上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1673,ＷｉｓｄｏｍＴｒｅｅ　_上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1674,ＷｉｓｄｏｍＴｒｅｅ　白金上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1676,ＷｉｓｄｏｍＴｒｅｅ　_金属バスケット上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1677,上_インデックスファンド海外_券（ＦＴＳＥ　ＷＧＢＩ）_月分配型,ETF·ETN,-,-,-,-,-,-
20220729,1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数·Ｎｉｆｔｙ　５０__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹダウ·ジョ_ンズ·インデックス上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1680,上_インデックスファンド海外先_国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,ETF·ETN,-,-,-,-,-,-
20220729,1681,上_インデックスファンド海外新_国株式（ＭＳＣＩエマ_ジング）,ETF·ETN,-,-,-,-,-,-
20220729,1682,ＮＥＸＴ　ＦＵＮＤＳ　日_·ＪＰＸ白金指数__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1684,ＷｉｓｄｏｍＴｒｅｅ　ブロ_ド上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギ_上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1686,ＷｉｓｄｏｍＴｒｅｅ　__用金属上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1687,ＷｉｓｄｏｍＴｒｅｅ　__物上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1688,ＷｉｓｄｏｍＴｒｅｅ　_物上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1693,ＷｉｓｄｏｍＴｒｅｅ　_上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上_投_信_,ETF·ETN,-,-,-,-,-,-
20220729,1698,上_インデックスファンド日本高配当（__配当フォ_カス１００）,ETF·ETN,-,-,-,-,-,-
20220729,1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ原油インデックス__型上_投信,ETF·ETN,-,-,-,-,-,-
20220729,1711,ＳＤＳホ_ルディングス,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
20220729,1712,ダイセキ_境ソリュ_ション,プライム（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1716,第一カッタ___,プライム（内国株式）,2050,建__,3,建_·_材 ,7,TOPIX Small 2
20220729,1717,明_ファシリティワ_クス,スタンダ_ド（内国株式）,9050,サ_ビス_,10,情_通信·サ_ビスその他 ,7,TOPIX Small 2
20220729,1718,美_工_,スタンダ_ド（内国株式）,2050,建__,3,建_·_材 ,-,-
